image_name,Imager_id,generation,sex,selection,replicate,sampling,trait,individual_id,length,repeat_measure
JK_350_F_L_1_S_L-F_6,JK,350,F,L,1,S,L-F,6,0.59,1
JK_350_F_L_1_S_L-Ti_6,JK,350,F,L,1,S,L-Ti,6,0.483,1
JK_350_F_L_1_S_L-Ta_6,JK,350,F,L,1,S,L-Ta,6,0.227,1
JK_350_F_L_1_S_L-F_7,JK,350,F,L,1,S,L-F,7,0.586,1
JK_350_F_L_1_S_L-Ti_7,JK,350,F,L,1,S,L-Ti,7,0.476,1
JK_350_F_L_1_S_L-Ta_7,JK,350,F,L,1,S,L-Ta,7,0.218,1
JK_350_F_L_1_S_L-F_8,JK,350,F,L,1,S,L-F,8,0.555,1
JK_350_F_L_1_S_L-Ti_8,JK,350,F,L,1,S,L-Ti,8,0.496,1
JK_350_F_L_1_S_L-Ta_8,JK,350,F,L,1,S,L-Ta,8,0.206,1
JK_350_F_L_1_S_L-F_9,JK,350,F,L,1,S,L-F,9,0.538,1
JK_350_F_L_1_S_L-Ti_9,JK,350,F,L,1,S,L-Ti,9,0.464,1
JK_350_F_L_1_S_L-Ta_9,JK,350,F,L,1,S,L-Ta,9,0.19,1
JK_350_F_L_1_S_L-F_10,JK,350,F,L,1,S,L-F,10,0.478,1
JK_350_F_L_1_S_L-Ti_10,JK,350,F,L,1,S,L-Ti,10,0.4,1
JK_350_F_L_1_S_L-Ta_10,JK,350,F,L,1,S,L-Ta,10,0.165,1
JK_350_F_L_1_S_L-F_11,JK,350,F,L,1,S,L-F,11,0.497,1
JK_350_F_L_1_S_L-Ti_11,JK,350,F,L,1,S,L-Ti,11,0.448,1
JK_350_F_L_1_S_L-Ta_11,JK,350,F,L,1,S,L-Ta,11,0.209,1
JK_350_F_L_1_S_L-F_12,JK,350,F,L,1,S,L-F,12,0.574,1
JK_350_F_L_1_S_L-Ti_12,JK,350,F,L,1,S,L-Ti,12,0.48,1
JK_350_F_L_1_S_L-Ta_12,JK,350,F,L,1,S,L-Ta,12,0.214,1
JK_350_F_L_1_S_L-F_13,JK,350,F,L,1,S,L-F,13,0.517,1
JK_350_F_L_1_S_L-Ti_13,JK,350,F,L,1,S,L-Ti,13,0.435,1
JK_350_F_L_1_S_L-Ta_13,JK,350,F,L,1,S,L-Ta,13,0.207,1
JK_350_F_L_1_S_L-F_14,JK,350,F,L,1,S,L-F,14,0.537,1
JK_350_F_L_1_S_L-Ti_14,JK,350,F,L,1,S,L-Ti,14,0.419,1
JK_350_F_L_1_S_L-Ta_14,JK,350,F,L,1,S,L-Ta,14,0.197,1
JK_350_F_L_1_S_L-F_15,JK,350,F,L,1,S,L-F,15,0.516,1
JK_350_F_L_1_S_L-Ti_15,JK,350,F,L,1,S,L-Ti,15,0.438,1
JK_350_F_L_1_S_L-Ta_15,JK,350,F,L,1,S,L-Ta,15,0.186,1
JK_350_F_L_1_S_L-F_16,JK,350,F,L,1,S,L-F,16,0.61,1
JK_350_F_L_1_S_L-Ti_16,JK,350,F,L,1,S,L-Ti,16,0.447,1
JK_350_F_L_1_S_L-Ta_16,JK,350,F,L,1,S,L-Ta,16,0.204,1
JK_350_F_L_1_S_L-F_17,JK,350,F,L,1,S,L-F,17,0.561,1
JK_350_F_L_1_S_L-Ti_17,JK,350,F,L,1,S,L-Ti,17,0.485,1
JK_350_F_L_1_S_L-Ta_17,JK,350,F,L,1,S,L-Ta,17,0.211,1
JK_350_F_L_1_S_L-F_18,JK,350,F,L,1,S,L-F,18,0.559,1
JK_350_F_L_1_S_L-Ti_18,JK,350,F,L,1,S,L-Ti,18,0.471,1
JK_350_F_L_1_S_L-Ta_18,JK,350,F,L,1,S,L-Ta,18,0.228,1
JK_350_F_L_1_S_L-F_19,JK,350,F,L,1,S,L-F,19,0.59,1
JK_350_F_L_1_S_L-Ti_19,JK,350,F,L,1,S,L-Ti,19,0.517,1
JK_350_F_L_1_S_L-Ta_19,JK,350,F,L,1,S,L-Ta,19,0.218,1
JK_350_F_L_1_S_L-F_20,JK,350,F,L,1,S,L-F,20,0.577,1
JK_350_F_L_1_S_L-Ti_20,JK,350,F,L,1,S,L-Ti,20,0.448,1
JK_350_F_L_1_S_L-Ta_20,JK,350,F,L,1,S,L-Ta,20,0.206,1
JK_350_F_L_1_S_T_1,JK,350,F,L,1,S,T,1,0.992,1
JK_350_F_L_1_S_T_2,JK,350,F,L,1,S,T,2,1.029,1
JK_350_F_L_1_S_T_3,JK,350,F,L,1,S,T,3,1.076,1
JK_350_F_L_1_S_T_4,JK,350,F,L,1,S,T,4,1,1
JK_350_F_L_1_S_T_5,JK,350,F,L,1,S,T,5,1.123,1
JK_350_F_L_1_S_T_6,JK,350,F,L,1,S,T,6,1.108,1
JK_350_F_L_1_S_T_7,JK,350,F,L,1,S,T,7,1.061,1
JK_350_F_L_1_S_T_8,JK,350,F,L,1,S,T,8,1.008,1
JK_350_F_L_1_S_T_9,JK,350,F,L,1,S,T,9,0.998,1
JK_350_F_L_1_S_T_10,JK,350,F,L,1,S,T,10,1.008,1
JK_350_F_L_1_S_T_11,JK,350,F,L,1,S,T,11,0.976,1
JK_350_F_L_1_S_T_12,JK,350,F,L,1,S,T,12,0.991,1
JK_350_F_L_1_S_T_13,JK,350,F,L,1,S,T,13,0.991,1
JK_350_F_L_1_S_T_14,JK,350,F,L,1,S,T,14,0.997,1
JK_350_F_L_1_S_T_15,JK,350,F,L,1,S,T,15,0.988,1
JK_350_F_L_1_S_T_16,JK,350,F,L,1,S,T,16,1.063,1
JK_350_F_L_1_S_T_17,JK,350,F,L,1,S,T,17,1.074,1
JK_350_F_L_1_S_T_18,JK,350,F,L,1,S,T,18,0.824,1
JK_350_F_L_1_S_T_19,JK,350,F,L,1,S,T,19,1.085,1
JK_350_F_L_1_S_T_20,JK,350,F,L,1,S,T,20,1.058,1
JK_350_F_L_2_S_L-F_1,JK,350,F,L,2,S,L-F,1,0.515,1
JK_350_F_L_2_S_L-Ti_1,JK,350,F,L,2,S,L-Ti,1,0.424,1
JK_350_F_L_2_S_L-Ta_1,JK,350,F,L,2,S,L-Ta,1,0.165,1
JK_350_F_L_2_S_L-F_2,JK,350,F,L,2,S,L-F,2,0.496,1
JK_350_F_L_2_S_L-Ti_2,JK,350,F,L,2,S,L-Ti,2,0.424,1
JK_350_F_L_2_S_L-Ta_2,JK,350,F,L,2,S,L-Ta,2,0.199,1
JK_350_F_L_2_S_L-F_3,JK,350,F,L,2,S,L-F,3,0.462,1
JK_350_F_L_2_S_L-Ti_3,JK,350,F,L,2,S,L-Ti,3,0.491,1
JK_350_F_L_2_S_L-Ta_3,JK,350,F,L,2,S,L-Ta,3,0.197,1
JK_350_F_L_2_S_L-F_4,JK,350,F,L,2,S,L-F,4,0.513,1
JK_350_F_L_2_S_L-Ti_4,JK,350,F,L,2,S,L-Ti,4,0.469,1
JK_350_F_L_2_S_L-Ta_4,JK,350,F,L,2,S,L-Ta,4,0.201,1
JK_350_F_L_2_S_L-F_5,JK,350,F,L,2,S,L-F,5,0.509,1
JK_350_F_L_2_S_L-Ti_5,JK,350,F,L,2,S,L-Ti,5,0.449,1
JK_350_F_L_2_S_L-Ta_5,JK,350,F,L,2,S,L-Ta,5,0.194,1
JK_350_F_L_2_S_L-F_6,JK,350,F,L,2,S,L-F,6,0.522,1
JK_350_F_L_2_S_L-Ti_6,JK,350,F,L,2,S,L-Ti,6,0.404,1
JK_350_F_L_2_S_L-Ta_6,JK,350,F,L,2,S,L-Ta,6,0.182,1
JK_350_F_L_2_S_L-F_7,JK,350,F,L,2,S,L-F,7,0.56,1
JK_350_F_L_2_S_L-Ti_7,JK,350,F,L,2,S,L-Ti,7,0.497,1
JK_350_F_L_2_S_L-Ta_7,JK,350,F,L,2,S,L-Ta,7,0.211,1
JK_350_F_L_2_S_L-F_8,JK,350,F,L,2,S,L-F,8,0.532,1
JK_350_F_L_2_S_L-Ti_8,JK,350,F,L,2,S,L-Ti,8,0.473,1
JK_350_F_L_2_S_L-Ta_8,JK,350,F,L,2,S,L-Ta,8,0.203,1
JK_350_F_L_2_S_L-F_9,JK,350,F,L,2,S,L-F,9,0.529,1
JK_350_F_L_2_S_L-Ti_9,JK,350,F,L,2,S,L-Ti,9,0.476,1
JK_350_F_L_2_S_L-Ta_9,JK,350,F,L,2,S,L-Ta,9,0.184,1
JK_350_F_L_2_S_L-F_10,JK,350,F,L,2,S,L-F,10,0.462,1
JK_350_F_L_2_S_L-Ti_10,JK,350,F,L,2,S,L-Ti,10,0.434,1
JK_350_F_L_2_S_L-Ta_10,JK,350,F,L,2,S,L-Ta,10,0.186,1
JK_350_F_L_2_S_L-F_11,JK,350,F,L,2,S,L-F,11,0.499,1
JK_350_F_L_2_S_L-Ti_11,JK,350,F,L,2,S,L-Ti,11,0.461,1
JK_350_F_L_2_S_L-Ta_11,JK,350,F,L,2,S,L-Ta,11,0.192,1
JK_350_F_L_2_S_L-F_12,JK,350,F,L,2,S,L-F,12,0.541,1
JK_350_F_L_2_S_L-Ti_12,JK,350,F,L,2,S,L-Ti,12,0.503,1
JK_350_F_L_2_S_L-Ta_12,JK,350,F,L,2,S,L-Ta,12,0.215,1
JK_350_F_L_2_S_L-F_13,JK,350,F,L,2,S,L-F,13,0.55,1
JK_350_F_L_2_S_L-Ti_13,JK,350,F,L,2,S,L-Ti,13,0.488,1
JK_350_F_L_2_S_L-Ta_13,JK,350,F,L,2,S,L-Ta,13,0.209,1
JK_350_F_L_2_S_L-F_14,JK,350,F,L,2,S,L-F,14,0.548,1
JK_350_F_L_2_S_L-Ti_14,JK,350,F,L,2,S,L-Ti,14,0.517,1
JK_350_F_L_2_S_L-Ta_14,JK,350,F,L,2,S,L-Ta,14,0.22,1
JK_350_F_L_2_S_L-F_15,JK,350,F,L,2,S,L-F,15,0.464,1
JK_350_F_L_2_S_L-Ti_15,JK,350,F,L,2,S,L-Ti,15,0.432,1
JK_350_F_L_2_S_L-Ta_15,JK,350,F,L,2,S,L-Ta,15,0.189,1
JK_350_F_L_2_S_L-F_16,JK,350,F,L,2,S,L-F,16,0.528,1
JK_350_F_L_2_S_L-Ti_16,JK,350,F,L,2,S,L-Ti,16,0.506,1
JK_350_F_L_2_S_L-Ta_16,JK,350,F,L,2,S,L-Ta,16,0.203,1
JK_350_F_L_2_S_L-F_17,JK,350,F,L,2,S,L-F,17,0.503,1
JK_350_F_L_2_S_L-Ti_17,JK,350,F,L,2,S,L-Ti,17,0.463,1
JK_350_F_L_2_S_L-Ta_17,JK,350,F,L,2,S,L-Ta,17,0.186,1
JK_350_F_L_2_S_L-F_18,JK,350,F,L,2,S,L-F,18,0.534,1
JK_350_F_L_2_S_L-Ti_18,JK,350,F,L,2,S,L-Ti,18,0.459,1
JK_350_F_L_2_S_L-Ta_18,JK,350,F,L,2,S,L-Ta,18,0.196,1
JK_350_F_L_2_S_L-F_19,JK,350,F,L,2,S,L-F,19,0.508,1
JK_350_F_L_2_S_L-Ti_19,JK,350,F,L,2,S,L-Ti,19,0.431,1
JK_350_F_L_2_S_L-Ta_19,JK,350,F,L,2,S,L-Ta,19,0.186,1
JK_350_F_L_2_S_L-F_20,JK,350,F,L,2,S,L-F,20,0.5,1
JK_350_F_L_2_S_L-Ti_20,JK,350,F,L,2,S,L-Ti,20,0.417,1
JK_350_F_L_2_S_L-Ta_20,JK,350,F,L,2,S,L-Ta,20,0.181,1
JK_350_F_L_2_S_T_1,JK,350,F,L,2,S,T,1,0.939,1
JK_350_F_L_2_S_T_2,JK,350,F,L,2,S,T,2,0.974,1
JK_350_F_L_2_S_T_3,JK,350,F,L,2,S,T,3,0.967,1
JK_350_F_L_2_S_T_4,JK,350,F,L,2,S,T,4,1.015,1
JK_350_F_L_2_S_T_5,JK,350,F,L,2,S,T,5,0.949,1
JK_350_F_L_2_S_T_6,JK,350,F,L,2,S,T,6,1.011,1
JK_350_F_L_2_S_T_7,JK,350,F,L,2,S,T,7,1.092,1
JK_350_F_L_2_S_T_8,JK,350,F,L,2,S,T,8,1.044,1
JK_350_F_L_2_S_T_9,JK,350,F,L,2,S,T,9,1.013,1
JK_350_F_L_2_S_T_10,JK,350,F,L,2,S,T,10,0.968,1
JK_350_F_L_2_S_T_11,JK,350,F,L,2,S,T,11,1.097,1
JK_350_F_L_2_S_T_12,JK,350,F,L,2,S,T,12,1.104,1
JK_350_F_L_2_S_T_13,JK,350,F,L,2,S,T,13,1.068,1
JK_350_F_L_2_S_T_14,JK,350,F,L,2,S,T,14,1.116,1
JK_350_F_L_2_S_T_15,JK,350,F,L,2,S,T,15,0.916,1
JK_350_F_L_2_S_T_16,JK,350,F,L,2,S,T,16,1.022,1
JK_350_F_L_2_S_T_17,JK,350,F,L,2,S,T,17,0.982,1
JK_350_F_L_2_S_T_18,JK,350,F,L,2,S,T,18,1.063,1
JK_350_F_L_2_S_T_19,JK,350,F,L,2,S,T,19,0.962,1
JK_350_F_L_2_S_T_20,JK,350,F,L,2,S,T,20,1.134,1
JK_350_M_L_1_R_L-F_1,JK,350,M,L,1,R,L-F,1,0.541,1
JK_350_M_L_1_R_L-Ti_1,JK,350,M,L,1,R,L-Ti,1,0.49,1
JK_350_M_L_1_R_L-Ta_1,JK,350,M,L,1,R,L-Ta,1,0.191,1
JK_350_M_L_1_R_L-F_2,JK,350,M,L,1,R,L-F,2,0.49,1
JK_350_M_L_1_R_L-Ti_2,JK,350,M,L,1,R,L-Ti,2,0.448,1
JK_350_M_L_1_R_L-Ta_2,JK,350,M,L,1,R,L-Ta,2,0.17,1
JK_350_M_L_1_R_L-F_3,JK,350,M,L,1,R,L-F,3,0.573,1
JK_350_M_L_1_R_L-Ti_3,JK,350,M,L,1,R,L-Ti,3,0.503,1
JK_350_M_L_1_R_L-Ta_3,JK,350,M,L,1,R,L-Ta,3,0.202,1
JK_350_M_L_1_R_L-F_4,JK,350,M,L,1,R,L-F,4,0.548,1
JK_350_M_L_1_R_L-Ti_4,JK,350,M,L,1,R,L-Ti,4,0.474,1
JK_350_M_L_1_R_L-Ta_4,JK,350,M,L,1,R,L-Ta,4,0.172,1
JK_350_M_L_1_R_L-F_5,JK,350,M,L,1,R,L-F,5,0.511,1
JK_350_M_L_1_R_L-Ti_5,JK,350,M,L,1,R,L-Ti,5,0.452,1
JK_350_M_L_1_R_L-Ta_5,JK,350,M,L,1,R,L-Ta,5,0.182,1
JK_350_M_L_1_R_L-F_6,JK,350,M,L,1,R,L-F,6,0.51,1
JK_350_M_L_1_R_L-Ti_6,JK,350,M,L,1,R,L-Ti,6,0.421,1
JK_350_M_L_1_R_L-Ta_6,JK,350,M,L,1,R,L-Ta,6,0.191,1
JK_350_M_L_1_R_L-F_7,JK,350,M,L,1,R,L-F,7,0.495,1
JK_350_M_L_1_R_L-Ti_7,JK,350,M,L,1,R,L-Ti,7,0.447,1
JK_350_M_L_1_R_L-Ta_7,JK,350,M,L,1,R,L-Ta,7,0.173,1
JK_350_M_L_1_R_L-F_8,JK,350,M,L,1,R,L-F,8,0.526,1
JK_350_M_L_1_R_L-Ti_8,JK,350,M,L,1,R,L-Ti,8,0.446,1
JK_350_M_L_1_R_L-Ta_8,JK,350,M,L,1,R,L-Ta,8,0.19,1
JK_350_M_L_1_R_L-F_9,JK,350,M,L,1,R,L-F,9,0.6,1
JK_350_M_L_1_R_L-Ti_9,JK,350,M,L,1,R,L-Ti,9,0.505,1
JK_350_M_L_1_R_L-Ta_9,JK,350,M,L,1,R,L-Ta,9,0.194,1
JK_350_M_L_1_R_L-F_10,JK,350,M,L,1,R,L-F,10,0.5,1
JK_350_M_L_1_R_L-Ti_10,JK,350,M,L,1,R,L-Ti,10,0.445,1
JK_350_M_L_1_R_L-Ta_10,JK,350,M,L,1,R,L-Ta,10,0.182,1
JK_350_M_L_1_R_L-F_11,JK,350,M,L,1,R,L-F,11,0.471,1
JK_350_M_L_1_R_L-Ti_11,JK,350,M,L,1,R,L-Ti,11,0.443,1
JK_350_M_L_1_R_L-Ta_11,JK,350,M,L,1,R,L-Ta,11,0.186,1
JK_350_M_L_1_R_L-F_12,JK,350,M,L,1,R,L-F,12,0.477,1
JK_350_M_L_1_R_L-Ti_12,JK,350,M,L,1,R,L-Ti,12,0.438,1
JK_350_M_L_1_R_L-Ta_12,JK,350,M,L,1,R,L-Ta,12,0.163,1
JK_350_M_L_1_R_L-F_13,JK,350,M,L,1,R,L-F,13,0.522,1
JK_350_M_L_1_R_L-Ti_13,JK,350,M,L,1,R,L-Ti,13,0.473,1
JK_350_M_L_1_R_L-Ta_13,JK,350,M,L,1,R,L-Ta,13,0.178,1
JK_350_M_L_1_R_L-F_14,JK,350,M,L,1,R,L-F,14,0.464,1
JK_350_M_L_1_R_L-Ti_14,JK,350,M,L,1,R,L-Ti,14,0.439,1
JK_350_M_L_1_R_L-Ta_14,JK,350,M,L,1,R,L-Ta,14,0.167,1
JK_350_M_L_1_R_L-F_15,JK,350,M,L,1,R,L-F,15,0.518,1
JK_350_M_L_1_R_L-Ti_15,JK,350,M,L,1,R,L-Ti,15,0.485,1
JK_350_M_L_1_R_L-Ta_15,JK,350,M,L,1,R,L-Ta,15,0.185,1
JK_350_M_L_1_R_L-F_16,JK,350,M,L,1,R,L-F,16,0.611,1
JK_350_M_L_1_R_L-Ti_16,JK,350,M,L,1,R,L-Ti,16,0.53,1
JK_350_M_L_1_R_L-Ta_16,JK,350,M,L,1,R,L-Ta,16,0.215,1
JK_350_M_L_1_R_L-F_17,JK,350,M,L,1,R,L-F,17,0.495,1
JK_350_M_L_1_R_L-Ti_17,JK,350,M,L,1,R,L-Ti,17,0.456,1
JK_350_M_L_1_R_L-Ta_17,JK,350,M,L,1,R,L-Ta,17,0.176,1
JK_350_M_L_1_R_L-F_18,JK,350,M,L,1,R,L-F,18,0.528,1
JK_350_M_L_1_R_L-Ti_18,JK,350,M,L,1,R,L-Ti,18,0.471,1
JK_350_M_L_1_R_L-Ta_18,JK,350,M,L,1,R,L-Ta,18,0.195,1
JK_350_M_L_1_R_L-F_19,JK,350,M,L,1,R,L-F,19,0.504,1
JK_350_M_L_1_R_L-Ti_19,JK,350,M,L,1,R,L-Ti,19,0.443,1
JK_350_M_L_1_R_L-Ta_19,JK,350,M,L,1,R,L-Ta,19,0.174,1
JK_350_M_L_1_R_L-F_20,JK,350,M,L,1,R,L-F,20,0.542,1
JK_350_M_L_1_R_L-Ti_20,JK,350,M,L,1,R,L-Ti,20,0.487,1
JK_350_M_L_1_R_L-Ta_20,JK,350,M,L,1,R,L-Ta,20,0.18,1
JK_350_M_L_1_R_T_1,JK,350,M,L,1,R,T,1,0.858,1
JK_350_M_L_1_R_T_2,JK,350,M,L,1,R,T,2,0.821,1
JK_350_M_L_1_R_T_3,JK,350,M,L,1,R,T,3,1.002,1
JK_350_M_L_1_R_T_4,JK,350,M,L,1,R,T,4,0.885,1
JK_350_M_L_1_R_T_5,JK,350,M,L,1,R,T,5,0.888,1
JK_350_M_L_1_R_T_6,JK,350,M,L,1,R,T,6,0.845,1
JK_350_M_L_1_R_T_7,JK,350,M,L,1,R,T,7,0.835,1
JK_350_M_L_1_R_T_8,JK,350,M,L,1,R,T,8,0.863,1
JK_350_M_L_1_R_T_9,JK,350,M,L,1,R,T,9,0.935,1
JK_350_M_L_1_R_T_10,JK,350,M,L,1,R,T,10,0.886,1
JK_350_M_L_1_R_T_11,JK,350,M,L,1,R,T,11,0.85,1
JK_350_M_L_1_R_T_12,JK,350,M,L,1,R,T,12,0.837,1
JK_350_M_L_1_R_T_13,JK,350,M,L,1,R,T,13,0.918,1
JK_350_M_L_1_R_T_14,JK,350,M,L,1,R,T,14,0.864,1
JK_350_M_L_1_R_T_15,JK,350,M,L,1,R,T,15,0.935,1
JK_350_M_L_1_R_T_16,JK,350,M,L,1,R,T,16,1.024,1
JK_350_M_L_1_R_T_17,JK,350,M,L,1,R,T,17,0.949,1
JK_350_M_L_1_R_T_18,JK,350,M,L,1,R,T,18,0.942,1
JK_350_M_L_1_R_T_19,JK,350,M,L,1,R,T,19,0.899,1
JK_350_M_L_1_R_T_20,JK,350,M,L,1,R,T,20,0.973,1
JK_350_M_L_2_R_L-F_1,JK,350,M,L,2,R,L-F,1,0.501,1
JK_350_M_L_2_R_L-Ti_1,JK,350,M,L,2,R,L-Ti,1,0.45,1
JK_350_M_L_2_R_L-Ta_1,JK,350,M,L,2,R,L-Ta,1,0.177,1
JK_350_M_L_2_R_L-F_2,JK,350,M,L,2,R,L-F,2,0.495,1
JK_350_M_L_2_R_L-Ti_2,JK,350,M,L,2,R,L-Ti,2,0.449,1
JK_350_M_L_2_R_L-Ta_2,JK,350,M,L,2,R,L-Ta,2,0.171,1
JK_350_M_L_2_R_L-F_3,JK,350,M,L,2,R,L-F,3,0.552,1
JK_350_M_L_2_R_L-Ti_3,JK,350,M,L,2,R,L-Ti,3,0.459,1
JK_350_M_L_2_R_L-Ta_3,JK,350,M,L,2,R,L-Ta,3,0.199,1
JK_350_M_L_2_R_L-F_4,JK,350,M,L,2,R,L-F,4,0.534,1
JK_350_M_L_2_R_L-Ti_4,JK,350,M,L,2,R,L-Ti,4,0.503,1
JK_350_M_L_2_R_L-Ta_4,JK,350,M,L,2,R,L-Ta,4,0.194,1
JK_350_M_L_2_R_L-F_5,JK,350,M,L,2,R,L-F,5,0.517,1
JK_350_M_L_2_R_L-Ti_5,JK,350,M,L,2,R,L-Ti,5,0.456,1
JK_350_M_L_2_R_L-Ta_5,JK,350,M,L,2,R,L-Ta,5,0.185,1
JK_350_M_L_2_R_L-F_6,JK,350,M,L,2,R,L-F,6,0.499,1
JK_350_M_L_2_R_L-Ti_6,JK,350,M,L,2,R,L-Ti,6,0.457,1
JK_350_M_L_2_R_L-Ta_6,JK,350,M,L,2,R,L-Ta,6,0.174,1
JK_350_M_L_2_R_L-F_7,JK,350,M,L,2,R,L-F,7,0.571,1
JK_350_M_L_2_R_L-Ti_7,JK,350,M,L,2,R,L-Ti,7,0.471,1
JK_350_M_L_2_R_L-Ta_7,JK,350,M,L,2,R,L-Ta,7,0.19,1
JK_350_M_L_2_R_L-F_8,JK,350,M,L,2,R,L-F,8,0.533,1
JK_350_M_L_2_R_L-Ti_8,JK,350,M,L,2,R,L-Ti,8,0.43,1
JK_350_M_L_2_R_L-Ta_8,JK,350,M,L,2,R,L-Ta,8,0.209,1
JK_350_M_L_2_R_L-F_9,JK,350,M,L,2,R,L-F,9,0.49,1
JK_350_M_L_2_R_L-Ti_9,JK,350,M,L,2,R,L-Ti,9,0.438,1
JK_350_M_L_2_R_L-Ta_9,JK,350,M,L,2,R,L-Ta,9,0.196,1
JK_350_M_L_2_R_L-F_10,JK,350,M,L,2,R,L-F,10,0.528,1
JK_350_M_L_2_R_L-Ti_10,JK,350,M,L,2,R,L-Ti,10,0.408,1
JK_350_M_L_2_R_L-Ta_10,JK,350,M,L,2,R,L-Ta,10,0.209,1
JK_350_M_L_2_R_L-F_11,JK,350,M,L,2,R,L-F,11,0.517,1
JK_350_M_L_2_R_L-Ti_11,JK,350,M,L,2,R,L-Ti,11,0.455,1
JK_350_M_L_2_R_L-Ta_11,JK,350,M,L,2,R,L-Ta,11,0.197,1
JK_350_M_L_2_R_L-F_12,JK,350,M,L,2,R,L-F,12,0.51,1
JK_350_M_L_2_R_L-Ti_12,JK,350,M,L,2,R,L-Ti,12,0.445,1
JK_350_M_L_2_R_L-Ta_12,JK,350,M,L,2,R,L-Ta,12,0.186,1
JK_350_M_L_2_R_L-F_13,JK,350,M,L,2,R,L-F,13,0.495,1
JK_350_M_L_2_R_L-Ti_13,JK,350,M,L,2,R,L-Ti,13,0.438,1
JK_350_M_L_2_R_L-Ta_13,JK,350,M,L,2,R,L-Ta,13,0.186,1
JK_350_M_L_2_R_L-F_14,JK,350,M,L,2,R,L-F,14,0.488,1
JK_350_M_L_2_R_L-Ti_14,JK,350,M,L,2,R,L-Ti,14,0.422,1
JK_350_M_L_2_R_L-Ta_14,JK,350,M,L,2,R,L-Ta,14,0.19,1
JK_350_M_L_2_R_L-F_15,JK,350,M,L,2,R,L-F,15,0.496,1
JK_350_M_L_2_R_L-Ti_15,JK,350,M,L,2,R,L-Ti,15,0.447,1
JK_350_M_L_2_R_L-Ta_15,JK,350,M,L,2,R,L-Ta,15,0.179,1
JK_350_M_L_2_R_L-F_16,JK,350,M,L,2,R,L-F,16,0.514,1
JK_350_M_L_2_R_L-Ti_16,JK,350,M,L,2,R,L-Ti,16,0.424,1
JK_350_M_L_2_R_L-Ta_16,JK,350,M,L,2,R,L-Ta,16,0.184,1
JK_350_M_L_2_R_L-F_17,JK,350,M,L,2,R,L-F,17,0.518,1
JK_350_M_L_2_R_L-Ti_17,JK,350,M,L,2,R,L-Ti,17,0.46,1
JK_350_M_L_2_R_L-Ta_17,JK,350,M,L,2,R,L-Ta,17,0.193,1
JK_350_M_L_2_R_L-F_18,JK,350,M,L,2,R,L-F,18,0.514,1
JK_350_M_L_2_R_L-Ti_18,JK,350,M,L,2,R,L-Ti,18,0.433,1
JK_350_M_L_2_R_L-Ta_18,JK,350,M,L,2,R,L-Ta,18,0.194,1
JK_350_M_L_2_R_L-F_19,JK,350,M,L,2,R,L-F,19,0.514,1
JK_350_M_L_2_R_L-Ti_19,JK,350,M,L,2,R,L-Ti,19,0.433,1
JK_350_M_L_2_R_L-Ta_19,JK,350,M,L,2,R,L-Ta,19,0.182,1
JK_350_M_L_2_R_L-F_20,JK,350,M,L,2,R,L-F,20,0.505,1
JK_350_M_L_2_R_L-Ti_20,JK,350,M,L,2,R,L-Ti,20,0.46,1
JK_350_M_L_2_R_L-Ta_20,JK,350,M,L,2,R,L-Ta,20,0.162,1
JK_350_M_L_2_R_T_1,JK,350,M,L,2,R,T,1,0.894,1
JK_350_M_L_2_R_T_2,JK,350,M,L,2,R,T,2,0.908,1
JK_350_M_L_2_R_T_3,JK,350,M,L,2,R,T,3,0.966,1
JK_350_M_L_2_R_T_4,JK,350,M,L,2,R,T,4,0.956,1
JK_350_M_L_2_R_T_5,JK,350,M,L,2,R,T,5,0.929,1
JK_350_M_L_2_R_T_6,JK,350,M,L,2,R,T,6,0.868,1
JK_350_M_L_2_R_T_7,JK,350,M,L,2,R,T,7,0.97,1
JK_350_M_L_2_R_T_8,JK,350,M,L,2,R,T,8,0.923,1
JK_350_M_L_2_R_T_9,JK,350,M,L,2,R,T,9,0.859,1
JK_350_M_L_2_R_T_10,JK,350,M,L,2,R,T,10,0.922,1
JK_350_M_L_2_R_T_11,JK,350,M,L,2,R,T,11,0.954,1
JK_350_M_L_2_R_T_12,JK,350,M,L,2,R,T,12,0.913,1
JK_350_M_L_2_R_T_13,JK,350,M,L,2,R,T,13,0.879,1
JK_350_M_L_2_R_T_14,JK,350,M,L,2,R,T,14,0.854,1
JK_350_M_L_2_R_T_15,JK,350,M,L,2,R,T,15,0.885,1
JK_350_M_L_2_R_T_16,JK,350,M,L,2,R,T,16,0.919,1
JK_350_M_L_2_R_T_17,JK,350,M,L,2,R,T,17,0.929,1
JK_350_M_L_2_R_T_18,JK,350,M,L,2,R,T,18,0.913,1
JK_350_M_L_2_R_T_19,JK,350,M,L,2,R,T,19,0.955,1
JK_350_M_L_2_R_T_20,JK,350,M,L,2,R,T,20,0.938,1
JK_350_M_L_1_S_L-F_1,JK,350,M,L,1,S,L-F,1,0.56,1
JK_350_M_L_1_S_L-Ti_1,JK,350,M,L,1,S,L-Ti,1,0.442,1
JK_350_M_L_1_S_L-Ta_1,JK,350,M,L,1,S,L-Ta,1,0.199,1
JK_350_M_L_1_S_L-F_2,JK,350,M,L,1,S,L-F,2,0.518,1
JK_350_M_L_1_S_L-Ti_2,JK,350,M,L,1,S,L-Ti,2,0.441,1
